,watch-title,y,watch-view-count,watch-time-text,content_watch-info-tag-list,watch7-headline,watch7-user-header,watch8-sentiment-actions,og:image,og:image:width,og:image:height,og:description,og:video:width,og:video:height,og:video:tag,channel_link_0,proba
1104,Powered by TensorFlow: helping paleographers transcribe medieval text using machine learning,,19.546 visualizações,Publicado em 7 de mar. de 2019,Ciência e tecnologia,"#TFDevSummit #PoweredByTF



    Powered by TensorFlow: helping paleographers transcribe medieval text using machine learning","TensorFlow













Carregando...
    







        Cancelar inscrição de TensorFlow?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição180 mil 











Carregando...
    









Carregando...
    













        Processando...","19.546 visualizações







163

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



164


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/v-FgOACRgfs/maxresdefault.jpg,1280.0,720.0,"Machine learning is helping to solve challenging, real-world problems around the world. See how In Codice Ratio (http://www.inf.uniroma3.it/db/icr/), a resea...",1280.0,720.0,coding,/channel/UC0rqucBdTuFTjJiefW5t-IQ,0.402
1120,Recognizing Students at Risk of Dropping Out - A Machine Learning Approach ML4VA,,5 visualizações,Publicado em 24 de nov. de 2019,"SME, WMG (em nome de WM Spain); LatinAutor, CMRRA, BMI - Broadcast Music Inc., Sony ATV Publishing, SOLAR Music Rights Management, LatinAutor - SonyATV, UNIAO BRASILEIRA DE EDITORAS DE MUSICA - UBEM e 15 associações de direitos musicais",Recognizing Students at Risk of Dropping Out - A Machine Learning Approach ML4VA,"Joe Spaeth













Carregando...
    







        Cancelar inscrição de Joe Spaeth?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição0 











Carregando...
    









Carregando...
    













        Processando...","5 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/w104zCQNB38/maxresdefault.jpg,1280.0,720.0,"ML4VA project by Anna Spearman, Noah Collins, and Joe Spaeth",1280.0,720.0,,/channel/UCZDNp9Zik3T8DjKzarPlDpQ,0.284
1128,How to Study Machine Learning,,85.488 visualizações,Publicado em 21 de ago. de 2018,Educação,"#SirajRaval #HowTo #MachineLearning



    How to Study Machine Learning","Siraj Raval














Carregando...
    







        Cancelar inscrição de Siraj Raval?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição694 mil 











Carregando...
    









Carregando...
    













        Processando...","85.488 visualizações







4.191

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4.192


132

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



133",https://i.ytimg.com/vi/waXHrc2m9K8/hqdefault.jpg,480.0,360.0,"Let me show you the techniques I use to study machine learning in this video. That includes living a healthy lifestyles, optimizing your learning environment...",1280.0,720.0,scikit-learn,/channel/UCWN3xxRkmTPmbKwht9FuE5A,0.296
1134,6 Levels to AutoML | by Bojan Tunguz | Kaggle Days San Francisco,,608 visualizações,Publicado em 16 de mai. de 2019,Ciência e tecnologia,6 Levels to AutoML | by Bojan Tunguz | Kaggle Days San Francisco,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","608 visualizações







13

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



14


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/wsDKJedfqSQ/maxresdefault.jpg,1280.0,720.0,"Bojan Tunguz ""6 Levels to AutoML"" Kaggle Days San Francisco held in April 2019 gathered over 300 participants to meet, learn and code with Kaggle Grandmaster...",1280.0,720.0,kaggle days,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.29
1136,Real Stories from Career Switchers | CareerCon 2019 | Kaggle,,531 visualizações,Publicado em 15 de ago. de 2019,Ciência e tecnologia,Real Stories from Career Switchers | CareerCon 2019 | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","531 visualizações







24

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



25


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/wyU9GTKSO0g/maxresdefault.jpg,1280.0,720.0,"""Listen to a panel of speakers who successfully moved into data science from other seemingly unrelated careers. They’ll discuss their approach to learning, o...",1280.0,720.0,careercon,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.419
1147,Kaggle Live-Coding: Comparing unsupervised classification methods for text | Kaggle,,1.536 visualizações,Transmitido ao vivo em 31 de mai. de 2019,Ciência e tecnologia,Kaggle Live-Coding: Comparing unsupervised classification methods for text | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.536 visualizações







53

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



54


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/xoTMADzMwVU/maxresdefault.jpg,1280.0,720.0,This week we're going to continue on our forum-summarizing chat bot project by comparing different methods for unsupervised text classification. SUBSCRIBE: h...,1280.0,720.0,reading group,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.347
1159,Wie funktioniert eigentlich Machine Learning?,,89.988 visualizações,Publicado em 1 de mar. de 2018,Educação,Wie funktioniert eigentlich Machine Learning?,"Doktor Whatson














Carregando...
    







        Cancelar inscrição de Doktor Whatson?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição122 mil 











Carregando...
    









Carregando...
    













        Processando...","89.988 visualizações







4.079

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4.080


61

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



62",https://i.ytimg.com/vi/ya_6I9IVMzY/maxresdefault.jpg,1280.0,720.0,"Künstliche Intelligenz verändert unser Leben. Alles, fast was wir online tun wird heute schon von ""Machine Learning"" beeinflusst. Und dennoch wissen viele vo...",1280.0,720.0,neuron,/channel/UCesjlAoEgN_Sz_cKTvKEmmw,0.318
860,SQL Summer Camp: Nested & Repeated Data | Kaggle,,1.979 visualizações,Transmitido ao vivo em 29 de ago. de 2019,Ciência e tecnologia,SQL Summer Camp: Nested & Repeated Data | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.979 visualizações







60

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



61


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/jGI7u148Br0/hqdefault.jpg,480.0,360.0,So far we've only looked at tables with a single value per cell... but what if your cells have multiple data? Or even entire nested data structures? 😱 Don't ...,1280.0,720.0,reading group,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.064
853,kaggleのkernelを勉強中,,17 visualizações,Transmitido ao vivo em 20 de jun. de 2019,Ciência e tecnologia,kaggleのkernelを勉強中,"kohei kobayashi













Carregando...
    







        Cancelar inscrição de kohei kobayashi?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição7 











Carregando...
    









Carregando...
    













        Processando...","17 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/jCWfRxjq5XI/hqdefault.jpg,480.0,360.0,kaggle初心者による、kernelの勉強の配信です。 よって、kaggleの解説動画ではないです。 参考にしているコンペ↓ https://www.kaggle.com/c/quora-insincere-questions-classification/data 参考にしているカーネル↓ https://w...,1280.0,720.0,NLP,/channel/UCo9RLtuKkIKjM6Y0LNkFHFw,0.118
996,Applications of Machine Learning in the Supply Chain,,16.354 visualizações,Publicado em 5 de mar. de 2018,Educação,Applications of Machine Learning in the Supply Chain,"GTSCL













Carregando...
    







        Cancelar inscrição de GTSCL?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição5,29 mil 











Carregando...
    









Carregando...
    













        Processando...","16.354 visualizações







201

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



202


5

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



6",https://i.ytimg.com/vi/pzzFvhJ6-LI/maxresdefault.jpg,1280.0,720.0,"An overview of research being conducted by Dr. Sebastian Pokutta, Associate Professor at the Stewart School of Industrial & Systems Engineering and Associate...",1280.0,720.0,Georgia Tech,/channel/UC2YywsQt3Tq4Tc2it-kAgQQ,0.085
502,OpenAI Gym and Python for Q-learning - Reinforcement Learning Code Project,,20.378 visualizações,Publicado em 14 de out. de 2018,Educação,OpenAI Gym and Python for Q-learning - Reinforcement Learning Code Project,"deeplizard













Carregando...
    







        Cancelar inscrição de deeplizard?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição49 mil 











Carregando...
    









Carregando...
    













        Processando...","20.378 visualizações







397

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



398


23

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



24",https://i.ytimg.com/vi/QK_PP_2KgGE/maxresdefault.jpg,1280.0,720.0,"Welcome back to this series on reinforcement learning! Over the next couple of videos, we’re going to be building and playing our very first game with reinfo...",1280.0,720.0,experience replay,/channel/UC4UJ26WkceqONNF5S26OiVw,0.037
989,Music and Machine Learning (Google I/O'19),,22.949 visualizações,Publicado em 8 de mai. de 2019,Ciência e tecnologia,"#io19



    Music and Machine Learning (Google I/O'19)","Google Developers














Carregando...
    







        Cancelar inscrição de Google Developers?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,96 mi 











Carregando...
    









Carregando...
    













        Processando...","22.949 visualizações







377

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



378


5

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



6",https://i.ytimg.com/vi/pM9u9xcM_cs/maxresdefault.jpg,1280.0,720.0,"New technologies have fundamentally changed the way we make and experience music. In this session Claire Evans, artist, author and one half of the pop duo YA...",1280.0,720.0,open-source music-making,/channel/UC_x5XG1OV2P6uZZ5FSM9Ttw,0.18
1052,Fundamentos de aprendizado de máquina: sensibilidade e especificidade,,52.576 visualizações,Publicado em 5 de nov. de 2018,Educação,Fundamentos de aprendizado de máquina: sensibilidade e especificidade,"StatQuest with Josh Starmer














Carregando...
    







        Cancelar inscrição de StatQuest with Josh Starmer?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição170 mil 











Carregando...
    









Carregando...
    













        Processando...","52.576 visualizações







1.157

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1.158


8

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



9",https://i.ytimg.com/vi/sunUKFXMHGk/maxresdefault.jpg,1280.0,720.0,Neste StatQuest falamos sobre Sensibilidade e Especificidade - para os principais conceitos para avaliar os métodos de Aprendizado de Máquina. Isso facilita ...,1280.0,720.0,Specificity,/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,0.03
658,Data Science Jobs Summary | BigDatakb.com | Total 87 Jobs Posted on 23rd November 2019,,10 visualizações,Publicado em 24 de nov. de 2019,Pessoas e blogs,Data Science Jobs Summary | BigDatakb.com | Total 87 Jobs Posted on 23rd November 2019,"Rakesh Yadav Ki Baatain













Carregando...
    







        Cancelar inscrição de Rakesh Yadav Ki Baatain?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,07 mil 











Carregando...
    









Carregando...
    













        Processando...","10 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/YZYGAkU5OVU/maxresdefault.jpg,1280.0,720.0, ,960.0,720.0,,/channel/UCcLYXkT37EAs0Ocn1WZ2OxQ,0.094
1066,Всё о Data Science / Big data и дополненная реальность / Интервью с Data Scientist,,58.822 visualizações,Publicado em 8 de ago. de 2019,Educação,"#itbeard #айтиборода #datascience



    Всё о Data Science / Big data и дополненная реальность / Интервью с Data Scientist","АйТиБорода













Carregando...
    







        Cancelar inscrição de АйТиБорода?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição75 mil 











Carregando...
    









Carregando...
    













        Processando...","58.822 visualizações







1.989

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1.990


47

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



48",https://i.ytimg.com/vi/tQYCd8tg56U/maxresdefault.jpg,1280.0,720.0,В сегодняшнем выпуске у меня в гостях Data Scientist компании Banuba - Вячеслав Архипов. Слава провел полный экскурс в мир data sciense и анализа данных. Мы ...,1280.0,720.0,как стать аналитиком,/channel/UCeObZv89Stb2xLtjLJ0De3Q,0.018
1174,Соревнования на Kaggle по распознаванию рукописных цифр | Нейросети в Google Colab,,2.732 visualizações,Publicado em 27 de jan. de 2019,Ciência e tecnologia,Соревнования на Kaggle по распознаванию рукописных цифр | Нейросети в Google Colab,"Andrey Sozykin













Carregando...
    







        Cancelar inscrição de Andrey Sozykin?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição42,1 mil 











Carregando...
    









Carregando...
    













        Processando...","2.732 visualizações







132

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



133


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/zO0RAtZRkpc/maxresdefault.jpg,1280.0,720.0,"Демонстрация участия в соревновании на Kaggle по распознаванию рукописных цифр MNIST Учебный курс ""Программирование глубоких нейронных сетей на Python"" - htt...",1280.0,720.0,программирование,/channel/UC5gufuYHPSsJA-jul-iwyXA,0.158
1116,House price prediction kaggle competition dataset( Bangla tutorial),,306 visualizações,Publicado em 9 de jul. de 2019,Ciência e tecnologia,"#kaggle



    House price prediction kaggle competition dataset( Bangla tutorial)","Kardi's Vlog













Carregando...
    







        Cancelar inscrição de Kardi's Vlog?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição 











Carregando...
    









Carregando...
    













        Processando...","306 visualizações







3

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/vnaUsVl3PJ0/maxresdefault.jpg,1280.0,720.0,Video's code : https://colab.research.google.com/gist/ikardi420/165eba2b52c351a630cd3d96328ee05f/houseprice.ipynb #kaggle competition with google colab bangl...,1280.0,720.0,kaggle house price prediction,/channel/UCotMSVde8DsVBE0j6y-WaeQ,0.144
832,Brasileiro programa Inteligência Artificial que aprende a DIRIGIR SOZINHA!!! [Machine Learning 2019],,274.961 visualizações,Publicado em 1 de ago. de 2019,Ciência e tecnologia,Brasileiro programa Inteligência Artificial que aprende a DIRIGIR SOZINHA!!! [Machine Learning 2019],"Filipe Deschamps














Carregando...
    







        Cancelar inscrição de Filipe Deschamps?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição183 mil 











Carregando...
    









Carregando...
    













        Processando...","274.961 visualizações







23.518

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



23.519


573

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



574",https://i.ytimg.com/vi/iCbks6Q-xfM/maxresdefault.jpg,1280.0,720.0,"Rede Neural é algo ASSUTADORAMENTE SENSACIONAL! Estou cada vez mais apaixonado por inteligência artificial, principalmente no aprendizado de máquina (machine...",1280.0,720.0,Universo Programado,/channel/UCU5JicSrEM5A63jkJ2QvGYw,0.039
644,Kaggle-Titanic competition Solution (Python3 | Jupyter notebook,,18 visualizações,Publicado em 13 de set. de 2019,Ciência e tecnologia,Kaggle-Titanic competition Solution (Python3 | Jupyter notebook,"Kalindu Wijekoon













Carregando...
    







        Cancelar inscrição de Kalindu Wijekoon?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição4 











Carregando...
    









Carregando...
    













        Processando...","18 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/Y2sSrOqVf94/maxresdefault.jpg,1280.0,720.0,"A video walk-through to demonstrate the steps which can be take to complete the ""Titanic: Machine Learning from Disaster"" competition in Kaggle.",1280.0,720.0,titanic-solution,/channel/UChZWFjVJY9HsbEhEU9okgMQ,0.099
978,Machine Learning with python Course - Lecture 3 - Linear Regression with one variable - M.Gamal,,2.107 visualizações,Publicado em 30 de mai. de 2019,Pessoas e blogs,"#supervised #unsupervised #learning



    Machine Learning with python Course - Lecture 3 - Linear Regression with one variable - M.Gamal","Machine Learning With python













Carregando...
    







        Cancelar inscrição de Machine Learning With python?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,79 mil 











Carregando...
    









Carregando...
    













        Processando...","2.107 visualizações







52

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



53


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/otXTykwJsd4/maxresdefault.jpg,1280.0,720.0,"- You will Learn Machine Learning topics such as #supervised vs #unsupervised #learning, model evaluation and Machine Learning #algorithms. - You will practi...",1280.0,720.0,#Algorithms,/channel/UCu1apYC0izYTG3X_QH_O4hw,0.162
1030,Learn Data Science | Data Science for Beginner | Edutainer,,401 visualizações,Publicado em 8 de jun. de 2019,Educação,Learn Data Science | Data Science for Beginner | Edutainer,"Edutainer













Carregando...
    







        Cancelar inscrição de Edutainer?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição379 











Carregando...
    









Carregando...
    













        Processando...","401 visualizações







23

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



24


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/rqMW6lOzaHk/hqdefault.jpg,480.0,360.0,"Data science is a multi-disciplinary field that uses scientific methods, processes, algorithms, and systems to extract knowledge and insights from structured...",1280.0,720.0,,/channel/UCuwheSCnHBKmdY7T3muCYQA,0.089
560,Tableau for Data Science and Data Visualization - Crash Course Tutorial,,87.049 visualizações,Publicado em 29 de jan. de 2019,Educação,Tableau for Data Science and Data Visualization - Crash Course Tutorial,"freeCodeCamp.org














Carregando...
    







        Cancelar inscrição de freeCodeCamp.org?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,47 mi 











Carregando...
    









Carregando...
    













        Processando...","87.049 visualizações







1.171

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1.172


19

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



20",https://i.ytimg.com/vi/TPMlZxRRaBQ/maxresdefault.jpg,1280.0,720.0,"Learn to use Tableau to produce high quality, interactive data visualizations! Tableau can help you see and understand your data. Connect to almost any datab...",1280.0,720.0,tableau course,/channel/UC8butISFwT-Wl7EV0hUK0BQ,0.014
991,Scalable Data Science by Prof. Anirban Dasgupta and Prof. Souransghu Bhattacharya,,7.281 visualizações,Publicado em 17 de abr. de 2018,Pessoas e blogs,Scalable Data Science by Prof. Anirban Dasgupta and Prof. Souransghu Bhattacharya,"IIT Kharagpur July 2018













Carregando...
    







        Cancelar inscrição de IIT Kharagpur July 2018?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição57,8 mil 











Carregando...
    









Carregando...
    













        Processando...","7.281 visualizações







21

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



22


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/pdg2MUZLeSE/maxresdefault.jpg,1280.0,720.0, ,640.0,360.0,,/channel/UCgp23vdLNaUitOkCxxVnRrg,0.058
559,What's Kaggle?,,38.410 visualizações,Publicado em 13 de jun. de 2019,Ciência e tecnologia,What's Kaggle?,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","38.410 visualizações







126

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



127


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/TNzDMOg_zsw/hqdefault.jpg,480.0,360.0,Stop staring at a blank cell. Kaggle makes it easy to start your next data science project with MORE than just a blinking cursor. Kaggle is the world's large...,1280.0,720.0,CS,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.055
532,How to Get a Data Science Internship | Essential Tips for People Starting a Career in Data Science,,7.106 visualizações,Publicado em 19 de dez. de 2018,Educação,How to Get a Data Science Internship | Essential Tips for People Starting a Career in Data Science,"365 Data Science













Carregando...
    







        Cancelar inscrição de 365 Data Science?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição47,6 mil 











Carregando...
    









Carregando...
    













        Processando...","7.106 visualizações







293

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



294


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/SH6cOL-HRHU/maxresdefault.jpg,1280.0,720.0,You're just starting your career in data science? But how can you get that data science internship you want to apply for? Watch this video to find out! ** Ex...,1280.0,720.0,junior data scientist,/channel/UCEBpSZhI1X8WaP-kY_2LLcg,0.118
1180,"""The Power and Limits of Deep Learning"" with Yann LeCun",,5.055 visualizações,Publicado em 11 de set. de 2019,Ciência e tecnologia,"""The Power and Limits of Deep Learning"" with Yann LeCun","Association for Computing Machinery (ACM)














Carregando...
    







        Cancelar inscrição de Association for Computing Machinery (ACM)?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição19,8 mil 











Carregando...
    









Carregando...
    













        Processando...","5.055 visualizações







133

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



134


7

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



8",https://i.ytimg.com/vi/zikdDOzOpxY/hqdefault.jpg,480.0,360.0,"Title: The Power and Limits of Deep Learning"" Speaker: Yann LeCun Date: 7/11/2019 Abstract Deep Learning (DL) has enabled significant progress in computer pe...",1280.0,720.0,Facebook,/channel/UCPyA0XmU6aS4JCwVoIBTmIQ,0.069
1170,What is A/B Testing? | Data Science in Minutes,,26.291 visualizações,Publicado em 28 de dez. de 2018,Educação,"#datascience #abtesting



    What is A/B Testing? | Data Science in Minutes","Data Science Dojo













Carregando...
    







        Cancelar inscrição de Data Science Dojo?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição42,8 mil 











Carregando...
    









Carregando...
    













        Processando...","26.291 visualizações







545

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



546


22

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



23",https://i.ytimg.com/vi/zFMgpxG-chM/maxresdefault.jpg,1280.0,720.0,"What is A/B testing? In this quick tutorial, we go over the basics of A/B testing, as well as answer some in-depth questions such as: why should businesses c...",1280.0,720.0,a/b testing data science,/channel/UCzL_0nIe8B4-7ShhVPfJkgw,0.002
960,Data Scientist Roles and Responsibilities | Data Scientist Career | Data Science Training | Edureka,,9.492 visualizações,Publicado em 19 de dez. de 2018,Educação,"#datascience #statisticsfordatascience #rstatistics



    Data Scientist Roles and Responsibilities | Data Scientist Career | Data Science Training | Edureka","edureka!














Carregando...
    







        Cancelar inscrição de edureka!?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,18 mi 











Carregando...
    









Carregando...
    













        Processando...","9.492 visualizações







146

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



147


6

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



7",https://i.ytimg.com/vi/nh4RgxaiKgI/maxresdefault.jpg,1280.0,720.0,"** Data Science Master Program: https://www.edureka.co/masters-program/data-scientist-certification ** This Edureka ""Data Scientist Roles and Responsibilitie...",1280.0,720.0,edureka,/channel/UCkw4JCwteGrDHIsyIIKo4tQ,0.131
678,Kaggle Live-Coding: Putting together your data science portfolio | Kaggle,,2.322 visualizações,Transmitido ao vivo em 31 de ago. de 2018,Ciência e tecnologia,Kaggle Live-Coding: Putting together your data science portfolio | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","2.322 visualizações







70

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



71


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/Zpdj50w0xKs/maxresdefault.jpg,1280.0,720.0,Join Kaggle data scientist Rachael live as she works on data science projects! See all previous livestreams here: https://www.youtube.com/watch?v=i92VI289zWw...,1280.0,720.0,CS,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.078
696,Specialist Diploma in Business & Big Data Analytics,,19.918 visualizações,Publicado em 9 de jan. de 2019,Educação,Specialist Diploma in Business & Big Data Analytics,"NYP SIT













Carregando...
    







        Cancelar inscrição de NYP SIT?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição59 











Carregando...
    









Carregando...
    













        Processando...","19.918 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/a-hGMYHIymE/maxresdefault.jpg,1280.0,720.0,"Driven by the need to better connect with citizens and customers and the emergence of Big Data, governments and enterprises are embarking on Business Analyti...",1280.0,720.0,,/channel/UCBczYwgCewghBmFOYm_V7sA,0.005
